artist_name,album_name,album_link,album_cover,album_popularity,release_date,total_tracks,tracks,lyrics
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,The Loser In The End ,"The Loser in the End Lyrics[Segue: Verse 1]
Mama's gotta problem
She don't know what to say
Her little baby boy
Has just left home today

[Chorus]
She's got to be the loser in the end
She's got to be the loser in the end
Misuse her and you'll lose her as a friend
She's Ma on whom you can always depend
Uuu-uuh

[Verse 2]
She washed and fed
And clothed and cared
For nearly twenty years
And all she gets is ""goodbye Ma""
And the nighttime's for her tears

[Chorus]
She's got to be the loser in the end
She's got to be the loser in the end
Misuse her and you'll lose her as a friend
She's Ma on whom you can always depend
Uuu-uuh, uuuh
We hear you talking now
You might also like[Guitar Solo]

[Bridge]
So listen, mothers everywhere
To just one mother's son
You'll get forgotten on the way
If you don't let them have their fun
Forget regrets, and just remember
It's not so long since you were young

[Outro]
You're bound to be the loser in the end
You're bound to be the loser in the end
They'll choose their new shoes
That's not far to bend
You're Ma on whom they can always depend
Uuu-uuh, uuuh

[Instrumental Outro]2Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Ogre Battle ,"Ogre Battle Lyrics[Intro]
Ahh! Ah, ah, ah, ah
Ah, ah, ah, ah, ahh!

[Verse 1]
Now once upon a time
An old man told me a fable
When the piper is gone
And the soup is cold on your table
And if the black crow flies
To find a new destination
That is the sign

[Chorus]
Come tonight
Come to the ogre site
Come to the ogre battle fight

[Verse 2]
He gives a great big cry
And he can swallow up the ocean
With a mighty tongue, he catches flies
The palm of a hand, the incredible size
One great big eye
Has a focus in your direction
Now the battle is on
Yeah yeah yeah
You might also like[Chorus]
Come tonight
Come to the ogre site
Come to the ogre battle fight

[Bridge]
Ah, ah, ah, ah, ahh!
C'mon!
The ogre men are still inside
The two-way mirror mountain
Gotta keep down right out of sight
You can't see in, but they can see out
""Ooh, keep a lookout!""
The ogre-men are coming out
From the two-way mirror mountain
They're running up behind
And they're coming all about
Can't go east 'cause you gotta go south

[Instrumental break]
(Ahhhh!)

[Verse 3]
Ogre-men are going home
And the great big fight is over
Bugle blow, let trumpet cry
Ogre battle lives for ever more
[Outro]
Oh-ho-ho
You can come along
You can come along
Come to ogre battle

[Guitar Solo]
(Ah, ah, ah, ah, ahh!)
[Cymbal crash]18Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,The Fairy Feller's Master,
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Nevermore ,"Nevermore Lyrics[Segue: Verse 1]
There's no living in my life anymore
The seas have gone dry
And the rain stopped falling
Please don't you cry anymore (Ahh)
Can't you see?
Listen to the breeze
Whisper to me, please
Don't send me to the path
Of nevermore

[Verse 2]
Even the valleys below
Where the rays of the sun
Were so warm and tender
Now haven't anything to grow (Ahh)
Can't you see?
Why did you have to leave me?
(Nevermore, nevermore)
Why did you deceive me?
(Nevermore, nevermore)
Send me to the path
Of nevermore (Ahh)
When you say you didn't love me
Anymore (Aahh)
(Ahh)
You might also like[Outro]
Nevermore
Nevermore10Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,The March Of The Black Queen ,"The March of the Black Queen Lyrics[Intro]
Do you mean it?
Do you mean it?
Do you mean it?
Why don't you mean it?
Why do I follow you
And where do you go?

[Instrumental Break]

[Verse 1]
You've never seen nothing like it, no never in your life
Like going up to heaven and then coming back alive
Let me tell you all about it (and the world will so allow it)
Ooh, give me a little time to choose
Water babies singing in a lily-pool delight
Blue powder monkeys praying in the dead of night

[Chorus]
Here comes the Black Queen, poking in the pile
Fie-Fo the Black Queen, marching single file
Take this, take that, bring them down to size
(March to the Black Queen)

[Guitar Solo]
You might also like[Verse 2]
Put them in the cellar
With the naughty boys
A little niggah sugar
Then a rub-a dub-a baby oil

[Chorus]
Black on, black on
Every finger nail and toe, we've only begun, begun
Make this, make that, keep making all that noise
(Oooh, march to the Black Queen)

[Post-Chorus]
Ooh, now I've got a belly-full
You can be my sugar-baby
You can be my honey-chile, yes

[Guitar Solo]

[Instrumental Break]

[Verse 3]
A voice from behind me reminds me
Spread out your wings, you are an angel
Remember to deliver with the speed of light
(A little bit of love and joy)
Everything you do bears a will
And a why and a wherefore
(A little bit of love and joy)
In each and every soul
Lies a man and very soon
He'll deceive and discover
But even 'till the end of his life
He'll bring a little love
[Verse 4]
I reign with my left hand, I rule with my right
I'm lord of all darkness, I'm Queen of the night
I've got the power
Now do the march of the black Queen
My life is in your hands, I'll fo and I'll fie
I'll be what you make me, I'll do what you like
I'll be a bad boy, I'll be your bad boy
I'll do the march of the black Queen
Ah, ah, ah, ah

[Guitar Solo]

[Verse 5]
Walking true to style
She's vulgar, 'buse, and vile
Fie-fo the black Queen, tattoos all her pies
She boils and she bakes and she never dots her i's
(She's our leader)

[Fake Ending]

[Outro]
Forget your singalongs and your lullabies
Surrender to the city of the fireflies
Dance with the devil in beat with the band
To hell with all of you hand-in-hand
But now it's time to be gone
(La la la la forever) forever
Ah ah ah ah ah
[Segue to ""Funny How Love Is""]23Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Funny How Love Is ,"Funny How Love Is Lyrics[Segue: Chorus]
Funny how love is everywhere
Just look and see
Funny how love is anywhere
You're bound to be
Funny how love is every song
In every key
Funny how love is coming home
In time for tea

[Post-Chorus]
Funny, funny, funny

[Verse 1]
Funny how love is the end of lies
When the truth begins
Tomorrow comes, tomorrow brings
Tomorrow brings love
In the shape of things
That's what love is
That's what love is

[Chorus]
Funny how love  can break
Your heart so suddenly
Funny how love came tumbling down
With Adam and Eve
Funny how love is running
Wild and feeling free
Funny how love is coming home
In time for tea
You might also like[Post-Chorus]
Funny, funny, funny

[Verse 2]
From the earth below
To the heavens above
That's how far and funny is love
At any time, anywhere
If you gotta make love
Do it everywhere
That's what love is
That's what love is

[Chorus]
Funny how love is everywhere
Just look and see
Funny how love is anywhere
You're bound to be
Funny how love is every song
In every key
Funny how love is when you
Gotta hurry home 'cause you're late for tea

[Post-Chorus]
Funny, funny, funny how love is
[Outro]
Tomorrow comes, tomorrow brings
Tomorrow brings love
In the shape of things
At any time, anywhere
If you got to make love do it everywhere
That's what love is
That's what love is3Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Seven Seas Of Rhye ,"Seven Seas of Rhye Lyrics[Intro]

[Verse 1]
Fear me you Lords
And lady preachers
I descend upon your earth
From the skies
I command your very souls
You unbelievers

[Chorus]
Bring before me what is mine
The seven seas of Rhye

[Verse 2]
Can you hear me you peers
And privy counselors?
I stand before you naked to the eyes
I will destroy any man
Who dares abuse my trust

[Chorus]
I swear that you'll be mine
The seven seas of Rhye

[Bridge]
Sister, I live and lie for you
Mister, do and I'll die
You are mine, I possess you
I belong to you forever (Ever, ever)
You might also like[Guitar Solo]

[Verse 4]
Storm the master-marathon
I’ll fly through
By flash and thunder-fire
And I'll survive (I'll survive, I'll survive)
Then I'll defy the laws of nature (I'll survive, I'll survive, I'll survive)
And come out alive, then I'll get you
Be gone with you
You shod and shady senators
Give out the good
Leave out the bad evil cries
I challenge the mighty Titan
And his troubadours

[Chorus]
And with a smile
I'll take you to the seven seas of Rhye

[Outro]
Oh I do like to be beside the seaside!
Oh I do like to be beside by the sea
I do like to stroll upon the Prom, Prom, Prom!
Where the brass band plays: ""tiddely-om-pom-pom!""
Oh I do like to be beside the seaside!
Oh I do like to be beside by the sea
When I'm down beside the sea, I'm beside meself with glee
Beside the seaside! Beside the sea18Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,See What A Fool I've Been ,"See What a Fool I’ve Been Lyrics[Intro]
Well, she's gone, dear
Gone this morning, mmh yeah
Ow, see what a fool I've been - oh Lord, I say
What a fool I've been
Yes, I did

[Verse 1]
Too much
Didn't leave me-me no letter, didn't leave no warning
You naughty thing, you
Ooh - well I guess I am to blame oh lord
I guess I'm all to blame - see you later, sailor boy
Child, right now you take it

[Verse 2]
Hope my little dog ain’t too hungry
No, no, he just kept on barking, the vicious thing
Just don't seem the same, oh, no, no
It just, oh tantrums, it don't feel the same
Ooh, see you later
Now hit it, like that
Coming on strong

[Guitar Solo]
You might also like[Verse 3]
Oh, well I got so lonely
Went and told my neighbour
She said ""Ah ooh ooh ooh ooh""
Oh Lord
What a fool I've been
And she told what to do
She said ""Go home!""

[Guitar Solo]

[Outro]
Well she's gone - gone this morning
See what a fool I've been, oh lord
What a... foo-oo-oo-oo-oo-oo-ool... I've been

Thank youEmbed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,White Queen (As It Began) ,"White Queen (As It Began) Lyrics[Segue: Intro]
So sad, her eyes
Smiling, dark eyes
So sad, her eyes
As it began

[Verse 1]
On such a breathless night as this
Upon my brow, the lightest kiss
I walked alone
And all around the air did say
My lady soon will stir this way
In sorrow known

[Bridge]
The white Queen walks
And the night grows pale
Stars of lovingness in her hair

[Chorus]
Needing, unheard
Pleading one word
So sad, my eyes
She cannot see

[Verse 2]
How did thee fare? What have thee seen?
The mother of the willow green
I call her name
And 'neath her window have I stayed
I loved the footsteps that she made
And when she came
You might also like[Bridge]
White Queen, how my heart did ache
And dry my lips, no word would make
So still I wait

[Guitar Solo]

[Bridge]
My goddess hear my darkest fear
I speak too late
It's forevermore that I wait

[Outro]
Dear friend, goodbye
No tears in my eyes
So sad, it ends
As it began10Embed"
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Seven Seas Of Rhye ,"Seven Seas of Rhye Lyrics[Intro]

[Verse 1]
Fear me you Lords
And lady preachers
I descend upon your earth
From the skies
I command your very souls
You unbelievers

[Chorus]
Bring before me what is mine
The seven seas of Rhye

[Verse 2]
Can you hear me you peers
And privy counselors?
I stand before you naked to the eyes
I will destroy any man
Who dares abuse my trust

[Chorus]
I swear that you'll be mine
The seven seas of Rhye

[Bridge]
Sister, I live and lie for you
Mister, do and I'll die
You are mine, I possess you
I belong to you forever (Ever, ever)
You might also like[Guitar Solo]

[Verse 4]
Storm the master-marathon
I’ll fly through
By flash and thunder-fire
And I'll survive (I'll survive, I'll survive)
Then I'll defy the laws of nature (I'll survive, I'll survive, I'll survive)
And come out alive, then I'll get you
Be gone with you
You shod and shady senators
Give out the good
Leave out the bad evil cries
I challenge the mighty Titan
And his troubadours

[Chorus]
And with a smile
I'll take you to the seven seas of Rhye

[Outro]
Oh I do like to be beside the seaside!
Oh I do like to be beside by the sea
I do like to stroll upon the Prom, Prom, Prom!
Where the brass band plays: ""tiddely-om-pom-pom!""
Oh I do like to be beside the seaside!
Oh I do like to be beside by the sea
When I'm down beside the sea, I'm beside meself with glee
Beside the seaside! Beside the sea18Embed"
