artist_name,album_name,album_link,album_cover,album_popularity,release_date,total_tracks,tracks
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,Khashoggi's Ship - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,The Miracle - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,I Want It All - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,The Invisible Man - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,Breakthru - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,Rain Must Fall - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,Scandal - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,My Baby Does Me - Remastered 2011
Queen,The Miracle (2011 Remaster),https://open.spotify.com/album/3h6SV9wHJtNL1YswZUJs8V,https://i.scdn.co/image/ab67616d0000b27327fda1adf296f242416b4230,58,1989-05-22,10,Was It All Worth It - Remastered 2011
Queen,The Works (2011 Remaster),https://open.spotify.com/album/5RS9xkMuDmeVISqGDBmnSa,https://i.scdn.co/image/ab67616d0000b2735be5f807f6f0549e198a44b4,69,1984-02-27,9,Radio Ga Ga - Remastered 2011
